x;y;t
4.064557714587044;1.8194484865776253;0.0
4.064557714587044;1.8194484865776253;0.06295419472331781
4.064557714587044;1.8194484865776253;0.33158170057192066
4.064557714587044;1.8194484865776253;0.3812778969986987
4.064557714587044;1.8194484865776253;0.5238311782913979
4.064557714587044;1.8194484865776253;0.5833099466693413
4.064557714587044;1.8194484865776253;0.7416781252281369
4.064557714587044;1.8194484865776253;0.8766678915518218
4.064557714587044;1.8194484865776253;1.0239104204782268
4.064557714587044;1.8194484865776253;1.1595782089671631
4.064557714587044;1.8194484865776253;1.537347628762954
4.064557714587044;1.8194484865776253;1.6453452498609475
4.064557714587044;1.8194484865776253;1.8221332829420012
4.064557714587044;1.8194484865776253;1.9723703996806556
4.064557714587044;1.8194484865776253;1.9829907232031523
4.064557714587044;1.8194484865776253;2.0023080802399993
4.064557714587044;1.8194484865776253;2.109665480420626
4.064557714587044;1.8194484865776253;2.1860391430882444
4.064557714587044;1.8194484865776253;2.5293821744745553
4.064557714587044;1.8194484865776253;2.559341506630854
4.064557714587044;1.8194484865776253;2.603211825940746
4.064557714587044;1.8194484865776253;2.67913910326038
4.064557714587044;1.8194484865776253;2.8395413320946266
4.064557714587044;1.8194484865776253;2.8734693932311597
4.064557714587044;1.8194484865776253;2.8844653886488656
4.064557714587044;1.8194484865776253;3.0824374560472867
4.064557714587044;1.8194484865776253;3.2634263214919
4.064557714587044;1.8194484865776253;3.5659987647038114
4.064557714587044;1.8194484865776253;3.6611780007757186
4.064557714587044;1.8194484865776253;3.740014372397451
4.064557714587044;1.8194484865776253;3.8678475344043313
4.064557714587044;1.8194484865776253;3.8717416368768416
4.064557714587044;1.8194484865776253;4.001372095063157
4.064557714587044;1.8194484865776253;4.017053008834158
4.064557714587044;1.8194484865776253;4.310732510918877
4.064557714587044;1.8194484865776253;4.543306385050979
4.064557714587044;1.8194484865776253;4.8158467329009405
4.064557714587044;1.8194484865776253;4.928380692183299
4.064557714587044;1.8194484865776253;4.932964612339912
4.064557714587044;1.8194484865776253;5.089291204304901
4.064557714587044;1.8194484865776253;5.132425419743518
4.064557714587044;1.8194484865776253;5.223947386546448
4.064557714587044;1.8194484865776253;5.504809521571616
4.064557714587044;1.8194484865776253;5.566007184886272
4.064557714587044;1.8194484865776253;5.617846379996687
4.064557714587044;1.8194484865776253;5.6632148100803805
4.064557714587044;1.8194484865776253;5.741865735076108
4.064557714587044;1.8194484865776253;5.748264445229649
4.064557714587044;1.8194484865776253;5.952010250243249
4.064557714587044;1.8194484865776253;6.1126613306126565
4.064557714587044;1.8194484865776253;6.188335922772411
4.064557714587044;1.8194484865776253;6.37912639502234
4.064557714587044;1.8194484865776253;6.488482641958954
4.064557714587044;1.8194484865776253;6.605773888220175
4.064557714587044;1.8194484865776253;6.747518768798376
4.064557714587044;1.8194484865776253;6.925188332949968
4.064557714587044;1.8194484865776253;6.99041152350075
4.064557714587044;1.8194484865776253;7.147113269681471
4.064557714587044;1.8194484865776253;7.363162854048134
4.064557714587044;1.8194484865776253;7.601087408162234
4.064557714587044;1.8194484865776253;7.645024475130549
4.064557714587044;1.8194484865776253;7.748277899115092
4.064557714587044;1.8194484865776253;7.806364605714035
4.064557714587044;1.8194484865776253;7.912860980698022
4.064557714587044;1.8194484865776253;7.928208706335649
4.064557714587044;1.8194484865776253;7.9555994176506735
4.064557714587044;1.8194484865776253;8.173952010186149
4.064557714587044;1.8194484865776253;8.283194212836476
4.064557714587044;1.8194484865776253;8.329226911255132
4.064557714587044;1.8194484865776253;8.348885772163417
4.064557714587044;1.8194484865776253;8.365534033682485
4.064557714587044;1.8194484865776253;8.692725301255237
4.064557714587044;1.8194484865776253;8.72311397161128
4.064557714587044;1.8194484865776253;8.791874480348373
4.064557714587044;1.8194484865776253;8.990885298312365
4.064557714587044;1.8194484865776253;9.034176439043462
4.064557714587044;1.8194484865776253;9.124474460256648
4.064557714587044;1.8194484865776253;9.191984841440075
4.064557714587044;1.8194484865776253;9.207642104687107
4.064557714587044;1.8194484865776253;9.234862087257593
4.064557714587044;1.8194484865776253;9.270364000934867
4.064557714587044;1.8194484865776253;9.276342508674176
4.064557714587044;1.8194484865776253;9.288369674802471
4.064557714587044;1.8194484865776253;9.395904213122245
4.064557714587044;1.8194484865776253;9.534978816680109
4.064557714587044;1.8194484865776253;9.578890449482792
4.064557714587044;1.8194484865776253;9.683176121760352
4.064557714587044;1.8194484865776253;10.131941313799237
4.064557714587044;1.8194484865776253;10.133542058194337
4.064557714587044;1.8194484865776253;10.383005033868946
4.064557714587044;1.8194484865776253;10.400164316447214
4.064557714587044;1.8194484865776253;10.557610906989611
4.064557714587044;1.8194484865776253;10.581040794072207
4.064557714587044;1.8194484865776253;10.645748885288425
4.064557714587044;1.8194484865776253;10.86396509915409
4.064557714587044;1.8194484865776253;11.145091285621001
4.064557714587044;1.8194484865776253;11.177472973737872
4.064557714587044;1.8194484865776253;11.178244656510481
